685,466
85,914
907,209
670,723
839,710
197,120
207,645
361,966
664,50
573,328
434,290
254,286
54,363
202,593
63,182
915,195
864,760
435,975
218,557
508,168
568,93
480,25
79,284
661,968
609,848
863,963
715,659
342,940
556,696
711,92
347,997
45,43
717,132
394,901
204,159
447,395
91,489
675,24
314,702
842,584
703,908
947,633
528,752
40,53
84,943
292,144
519,9
614,432
491,215
450,393
663,896
486,105
668,393
248,590
371,429
358,649
488,863
587,120
125,680
367,41
479,965
591,934
313,379
680,6
942,677
619,144
737,372
505,637
337,371
181,452
218,711
795,382
152,328
416,577
255,569
781,420
891,178
961,834
545,634
291,532
777,386
766,36
642,999
552,448
344,554
967,311
497,754
117,200
579,328
997,835
783,436
710,958
267,586
938,548
14,839
42,576
417,925
126,90
922,118
962,353
446,547
946,624
790,748
528,228
750,888
941,165
730,226
65,852
981,88
247,296
36,122
550,859
519,330
86,883
644,565
209,28
558,193
726,576
160,371
297,908
667,195
985,805
988,826
341,208
435,203
771,527
645,106
607,86
719,869
101,658
300,771
579,31
941,882
922,889
210,284
172,441
738,259
840,252
333,49
293,790
705,699
252,853
231,231
874,252
283,177
355,814
556,455
619,843
636,774
410,70
957,388
756,104
635,493
611,559
983,247
375,570
377,219
226,747
441,354
27,746
665,997
559,229
12,187
382,512
965,427
927,437
408,509
709,239
77,987
227,19
140,920
431,941
353,312
368,432
589,145
284,10
229,78
285,449
839,375
712,943
706,599
513,352
460,821
28,609
774,221
846,67
126,329
309,501
798,215
783,182
181,351
74,237
682,690
361,550
939,768
59,949
686,240
175,771
858,760
244,850
433,930
909,783
67,687
109,122
505,677
71,910
645,556
869,769
493,225
77,284
625,250
361,932
951,80
778,84
412,895
696,622
822,136
542,481
474,835
586,544
975,23
34,38
699,87
0,308
744,328
600,259
882,573
26,53
469,390
386,925
297,911
806,994
524,453
106,976
725,112
711,718
522,317
193,915
871,424
185,404
749,158
554,677
769,926
133,757
279,497
519,146
475,827
270,954
987,542
13,295
427,745
244,38
481,245
577,297
474,741
619,658
965,30
406,594
796,880
342,372
586,267
692,470
153,943
96,212
70,318
464,951
727,436
767,610
662,659
566,713
120,821
696,656
514,594
166,652
546,75
584,124
718,647
401,326
903,293
649,440
910,97
968,491
201,75
970,770
554,608
645,922
642,181
163,706
95,630
738,472
98,982
216,94
541,603
637,294
68,387
516,439
468,698
365,280
220,151
391,901
936,458
62,613
747,140
79,496
274,875
377,780
860,461
822,517
197,950
35,776
27,522
506,538
556,376
905,820
299,850
52,586
69,654
792,303
945,892
197,991
455,639
435,90
52,483
115,441
98,838
599,960
459,713
173,278
611,18
775,433
29,100
192,206
503,994
198,36
450,976
859,515
292,761
308,267
696,449
829,356
122,139
731,356
343,509
778,226
596,398
242,7
185,8
250,267
892,556
372,508
787,834
361,68
865,625
616,922
687,464
864,954
90,541
691,728
876,667
242,696
575,791
906,883
583,344
328,335
30,459
241,705
713,134
975,700
915,462
291,922
919,476
879,805
480,361
969,462
558,46
586,102
615,809
762,359
587,956
520,615
19,687
813,549
154,130
235,35
569,111
511,504
197,70
611,504
894,71
358,349
865,715
871,455
356,754
345,915
235,912
284,920
839,415
711,525
832,231
51,882
975,119
616,618
630,534
700,940
82,48
379,892
819,295
772,917
666,470
541,538
706,125
525,431
871,455
6,241
702,76
144,13
858,953
590,33
593,999
939,910
317,844
363,124
305,771
691,68
102,913
555,594
42,536
677,66
853,641
172,637
113,442
779,762
174,651
315,381
647,637
187,308
836,433
237,362
107,998
439,542
185,382
429,832
136,461
270,386
615,357
464,24
634,257
186,43
383,194
625,970
514,128
746,718
733,492
197,393
683,7
935,99
312,199
831,655
33,749
784,448
142,624
948,867
514,200
508,129
956,127
58,683
676,94
256,962
116,774
775,504
519,9
654,9
515,642
263,235
764,454
439,362
247,63
850,527
692,805
100,145
50,387
70,246
882,688
414,844
152,666
137,529
954,51
187,721
305,742
878,905
241,888
24,0
49,850
325,593
64,91
522,587
905,947
226,216
785,767
59,665
82,916
148,753
58,2
259,557
101,176
624,992
428,389
856,538
467,366
573,431
201,673
736,974
77,682
952,252
153,171
751,237
162,583
723,67
80,387
20,277
213,896
183,155
933,707
788,132
255,721
390,139
366,249
51,109
617,683
248,836
555,57
272,32
50,220
515,797
90,245
392,84
382,198
513,913
40,49
785,773
500,76
502,729
579,270
913,909
643,603
335,170
308,861
780,344
413,98
944,697
721,84
329,624
903,880
270,777
999,222
960,839
349,72
436,249
524,870
632,153
175,844
212,696
49,511
246,34
935,474
602,867
834,226
170,650
352,124
111,809
364,386
902,771
766,445
989,966
652,846
953,931
930,666
362,320
561,975
638,126
73,859
687,478
882,32
778,232
796,329
51,270
170,536
573,370
543,568
16,728
650,542
969,245
218,618
33,26
372,558
505,437
515,762
813,838
429,755
142,615
540,759
375,161
800,307
750,141
23,621
534,292
271,93
105,199
446,503
138,558
299,381
689,373
615,342
480,37
349,783
402,291
178,221
304,384
699,902
739,659
841,217
392,318
663,174
629,722
813,986
982,620
240,520
617,789
989,432
728,777
651,81
198,197
952,196
338,108
952,498
197,377
67,728
679,284
860,919
463,308
292,311
308,91
725,936
420,808
56,75
521,487
323,765
960,740
554,410
63,0
909,205
266,589
837,570
314,218
450,993
6,326
538,898
260,712
405,437
842,903
230,390
274,59
41,92
528,473
505,792
13,781
119,855
758,748
450,818
680,377
917,268
858,432
696,427
656,138
517,654
170,870
740,263
762,851
857,830
267,665
282,218
743,131
221,364
474,600
498,940
406,541
968,14
212,329
619,815
204,625
799,526
289,485
954,769
199,703
653,575
491,648
154,358
560,629
961,229
168,860
993,693
432,650
436,85
761,804
192,919
952,777
320,212
355,344
877,633
634,943
970,509
145,38
949,801
522,230
643,208
886,399
779,125
891,68
594,345
407,999
241,750
855,69
198,842
971,892
655,383
352,549
45,934
163,654
663,317
595,212
493,111
190,598
296,589
396,588
496,624
381,802
81,631
872,690
474,485
385,258
663,139
710,175
660,696
218,697
644,269
955,64
200,35
412,450
491,34
625,83
94,949
187,466
38,443
602,63
711,86
694,664
645,321
43,71
399,640
513,489
834,208
116,59
900,202
345,173
612,244
541,147
37,452
242,726
489,476
196,360
591,311
852,158
370,868
959,502
540,796
58,709
289,349
290,934
413,626
927,76
860,678
177,134
320,778
781,928
314,945
682,315
160,341
699,290
670,525
553,105
753,834
66,855
912,264
321,210
630,962
985,120
450,404
252,756
362,759
805,142
66,732
328,281
90,359
115,825
637,455
867,970
467,928
353,729
468,50
122,972
212,786
316,147
985,101
845,879
924,991
288,74
546,564
869,725
297,698
500,175
268,538
777,287
287,710
909,846
633,250
71,860
508,503
879,334
841,995
418,34
961,920
640,743
350,865
887,485
879,501
509,380
717,508
326,461
111,816
41,975
15,892
328,746
405,265
834,67
626,984
257,524
980,958
903,659
712,4
94,807
693,900
797,413
329,1
256,137
654,609
811,460
181,194
514,637
59,900
214,347
334,535
425,692
720,365
331,978
957,699
611,966
351,467
375,675
264,902
524,659
240,772
830,545
135,178
261,73
576,625
708,184
938,43
563,262
173,637
300,159
469,168
353,405
68,27
576,773
300,913
267,792
58,41
479,56
156,771
276,717
402,58
607,548
821,392
325,183
552,299
184,129
642,660
489,408
852,635
251,123
433,324
289,288
643,11
654,908
340,381
806,128
562,834
540,4
961,926
867,766
872,305
826,111
697,780
984,179
546,676
400,537
498,662
422,936
180,634
16,382
188,519
730,486
1,260
171,475
403,473
767,223
172,358
716,208
522,220
847,595
276,551
942,812
814,952
85,669
722,957
933,391
963,121
160,226
865,232
